idPk;code;name;description;observations;image1;image2;image3;visibility;isProduct;onDateUpdated;onDateCreated;daysToOperations;typeDeficiency;age;sex;isForPregnant;isApproved;isChecked;isDeleted;organizationsIdFk
266;"No brinda información";"Collar Cervical Blando";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
267;"No brinda información";"Silla de Ruedas Standart";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
268;"No brinda información";"Corrector de Postura";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio médico fisiatría con un valor adicional en caso de que el paciente lo requiera";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
269;"No brinda información";"BASTÓN DE 1 PUNTO";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
270;"No brinda información";"BASTON PLEGABLE";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
271;"No brinda información";"BASTON DE 4 PUNTOS";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
272;"No brinda información";"Cuña para Espalda";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio médico fisiatra, para que el doctor evalúe a la persona que requiere los zapatos, con cita previa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
273;"No brinda información";"Arnés de Soporte en la silla de Ruedas para pacientes con PC.";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite y SE RECIBEN RECETAS DE LA CCSS Y MÉDICO PARTICULAR.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
274;"No brinda información";"Corset de Jewett";"Ofrecer el producto ortopédico que se necesita con un respaldo y servicio de calidad.";"Se da servicio de Fisiatría en caso de que el paciente lo necesite.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Todas las que requieran.";{"'age'": "'Toda edad'"};2;1;1;1;0;5
275;"No brinda información";"ELECTRODO WANDY ADHESIVO";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
276;"No brinda información";"LIGA THERA-BAND GRIS";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
277;"No brinda información";"MASILLA CANDO THERAPUTTY";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
278;"No brinda información";"LIGA THERA-BAND AZUL";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
279;"No brinda información";"ELECTRODO WANDY CON ADHESIVO";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
280;"No brinda información";"COJÍN DE ESPUMA";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
281;"No brinda información";"VENDA COBAN DUKAL 3 ADHESIVA";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
282;"No brinda información";"ELECTRODO PREMIUN BLANCO REDONDO 2";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
283;"No brinda información";"Prod. Liga Theraband roja";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
284;"No brinda información";"LIGA THERA-BAND DORADO";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
285;"No brinda información";"BOLSA DE AGUA CALIENTE PARA ENEMA";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
286;"No brinda información";"Electrodo económico";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
287;"No brinda información";"Anillo rotuliano";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
288;"No brinda información";"BOLA TERAPÉUTICA PARA MANO PEQUEÑA";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
289;"No brinda información";"PASTA CONDUCTORA TEN20";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
290;"No brinda información";"Bola de Gel";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
291;"No brinda información";"Electrodo pals cuadrado 2 x 2";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
292;"No brinda información";"BOLA EJERCICIO 86 CM";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
293;"No brinda información";"COJIN DE ESPUMA Y GEL";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
294;"No brinda información";"VENDA ELÁSTICA PARA TOBILLO VENTILADA";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
295;"No brinda información";"VENDA ELÁSTICA MEDLINE 2";"No dieron dicha información";"La información nos fue brindada por medio de teléfono, nos obstante, nos indicaron que la información de productos, precios y fotos estaban en su página web. Procedimos a tomar la información pertinente para este catálogo de dicha página web, no obstante, hay algunos productos que no especificaron bien sus marcas o sus características, por lo que, en la pregunta 9, en cuanto a marca, se pusieron todas las marcas más representativas que la empresa vende.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:16;2018-02-12 12:14:16;{};"Motriz";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;6
